Country,Origin,Year,Month,Value
Belgium,Eritrea,2016,November,45
Belgium,Eritrea,2016,December,33
Belgium,Congo,2016,May,6
Belgium,Congo,2016,June,*
Belgium,Congo,2016,July,*
Belgium,Congo,2016,August,5
Belgium,Congo,2016,September,9
Belgium,Congo,2016,November,*
Belgium,Congo,2016,December,*
Belgium,Bulgaria,2016,November,*
Belgium,Bulgaria,2016,December,*
Belgium,Canada,2016,February,*
Belgium,Mali,2016,January,*
Belgium,Mali,2016,February,*
Belgium,Mali,2016,March,*
Belgium,Mali,2016,April,*
Belgium,Mali,2016,May,*
Belgium,Mali,2016,June,6
Belgium,Mali,2016,July,*
Belgium,Mali,2016,August,*
Belgium,Mali,2016,September,*
Belgium,Mali,2016,October,*
Belgium,Mali,2016,November,6
Belgium,Mali,2016,December,*
Belgium,Central African Rep.,2016,January,5
Belgium,Central African Rep.,2016,February,*
Belgium,Central African Rep.,2016,March,5
Belgium,Central African Rep.,2016,April,*
Belgium,Central African Rep.,2016,May,*
Belgium,Central African Rep.,2016,June,*
Belgium,Central African Rep.,2016,August,*
Belgium,Central African Rep.,2016,September,*
Belgium,Central African Rep.,2016,October,*
Belgium,Central African Rep.,2016,November,*
Belgium,Central African Rep.,2016,December,*
Belgium,Montenegro,2016,January,*
Belgium,Montenegro,2016,June,6
Belgium,Ethiopia,2016,January,7
Belgium,Ethiopia,2016,March,6
Belgium,Ethiopia,2016,April,*
Belgium,Ethiopia,2016,May,*
Belgium,Ethiopia,2016,June,*
Belgium,Ethiopia,2016,July,6
Belgium,Ethiopia,2016,August,*
Belgium,Ethiopia,2016,September,*
Belgium,Ethiopia,2016,October,9
Belgium,Ethiopia,2016,November,5
Belgium,Ethiopia,2016,December,5
Belgium,France,2016,January,*
Belgium,France,2016,April,*
Belgium,France,2016,May,*
Belgium,France,2016,October,*
Belgium,Dem. Rep. of the Congo,2016,January,49
Belgium,Dem. Rep. of the Congo,2016,February,43
Belgium,Dem. Rep. of the Congo,2016,March,27
Belgium,Dem. Rep. of the Congo,2016,April,21
Belgium,Dem. Rep. of the Congo,2016,May,37
Belgium,Dem. Rep. of the Congo,2016,June,44
Belgium,Dem. Rep. of the Congo,2016,July,45
Belgium,Dem. Rep. of the Congo,2016,August,53
Belgium,Dem. Rep. of the Congo,2016,September,41
Belgium,Dem. Rep. of the Congo,2016,October,43
Belgium,Dem. Rep. of the Congo,2016,November,55
Belgium,Dem. Rep. of the Congo,2016,December,45
Belgium,Colombia,2016,March,*
Belgium,Colombia,2016,April,*
Belgium,Colombia,2016,May,*
Belgium,Colombia,2016,June,*
Belgium,Colombia,2016,July,*
Belgium,Colombia,2016,September,*
Belgium,Colombia,2016,October,*
Belgium,Colombia,2016,December,*
Belgium,Chad,2016,January,*
Belgium,Chad,2016,June,*
Belgium,Chad,2016,July,*
Belgium,Chad,2016,September,*
Belgium,Chad,2016,October,*
Belgium,Chad,2016,November,*
Belgium,Chad,2016,December,*
Belgium,Cuba,2016,March,*
Belgium,Burundi,2016,January,39
Belgium,Burundi,2016,February,19
Belgium,Burundi,2016,March,10
Belgium,Burundi,2016,April,14
Belgium,Burundi,2016,May,23
Belgium,Burundi,2016,June,13
Belgium,Burundi,2016,July,21
Belgium,Burundi,2016,August,41
Belgium,Burundi,2016,September,24
Belgium,Burundi,2016,October,28
Belgium,Burundi,2016,November,20
Belgium,Burundi,2016,December,19
Belgium,Benin,2016,January,*
Belgium,Benin,2016,February,*
Belgium,Benin,2016,March,*
Belgium,Benin,2016,April,*
Belgium,Benin,2016,May,*
Belgium,Benin,2016,July,*
Belgium,Benin,2016,August,*
Belgium,Benin,2016,September,*
Belgium,Benin,2016,October,5
Belgium,Benin,2016,December,*
Belgium,Morocco,2016,January,18
Belgium,Morocco,2016,February,15
Belgium,Morocco,2016,March,17
Belgium,Morocco,2016,April,15
Belgium,Morocco,2016,May,10
Belgium,Morocco,2016,June,13
Belgium,Morocco,2016,July,8
Belgium,Morocco,2016,August,16
Belgium,Morocco,2016,September,26
Belgium,Morocco,2016,October,15
Belgium,Morocco,2016,November,18
Belgium,Morocco,2016,December,16
Belgium,Mauritius,2016,January,*
Belgium,Sri Lanka,2016,January,*
Belgium,Sri Lanka,2016,February,*
Belgium,Sri Lanka,2016,March,6
Belgium,Sri Lanka,2016,April,10
Belgium,Sri Lanka,2016,May,6
Belgium,Sri Lanka,2016,June,*
Belgium,Sri Lanka,2016,July,*
Belgium,Sri Lanka,2016,August,5
Belgium,Sri Lanka,2016,September,*
Belgium,Sri Lanka,2016,October,7
Belgium,Sri Lanka,2016,November,6
Belgium,Sri Lanka,2016,December,6
Belgium,Bangladesh,2016,January,*
Belgium,Bangladesh,2016,February,*
Belgium,Bangladesh,2016,March,*
Belgium,Bangladesh,2016,April,*
Belgium,Bangladesh,2016,May,*
Belgium,Bangladesh,2016,August,*
Belgium,Bangladesh,2016,October,*
Belgium,Bangladesh,2016,November,*
Belgium,Bangladesh,2016,December,*
Belgium,Nepal,2016,January,*
Belgium,Nepal,2016,March,*
Belgium,Nepal,2016,April,*
Belgium,Nepal,2016,July,*
Belgium,Madagascar,2016,February,*
Belgium,Kenya,2016,January,*
Belgium,Kenya,2016,March,*
Belgium,Kenya,2016,April,*
Belgium,Kenya,2016,May,*
Belgium,Kenya,2016,August,*
Belgium,Kenya,2016,November,*
Belgium,Kenya,2016,December,*
Belgium,Nepal,2016,October,*
Belgium,Nepal,2016,December,*
Belgium,Netherlands,2016,August,*
Belgium,Netherlands,2016,November,*
Belgium,Iran (Islamic Rep. of),2016,January,96
Belgium,Iran (Islamic Rep. of),2016,February,18
Belgium,Iran (Islamic Rep. of),2016,March,26
Belgium,Iran (Islamic Rep. of),2016,April,20
Belgium,Iran (Islamic Rep. of),2016,May,8
Belgium,Iran (Islamic Rep. of),2016,June,12
Belgium,Iran (Islamic Rep. of),2016,July,14
Belgium,Iran (Islamic Rep. of),2016,August,13
Belgium,Iran (Islamic Rep. of),2016,September,11
Belgium,Iran (Islamic Rep. of),2016,October,16
Belgium,Iran (Islamic Rep. of),2016,November,13
Belgium,Iran (Islamic Rep. of),2016,December,6
Belgium,Iraq,2016,January,216
Belgium,Uganda,2016,March,*
Belgium,Uganda,2016,August,*
Belgium,Uganda,2016,October,*
Belgium,Uganda,2016,November,*
Belgium,Uganda,2016,December,*
Belgium,Iraq,2016,February,97
Belgium,Iraq,2016,March,53
Belgium,Iraq,2016,April,44
Belgium,Iraq,2016,May,34
Belgium,Iraq,2016,June,17
Belgium,Iraq,2016,July,55
Belgium,Iraq,2016,August,50
Belgium,Iraq,2016,September,74
Belgium,Iraq,2016,October,39
Belgium,Iraq,2016,November,48
Belgium,Iraq,2016,December,32
Belgium,Kyrgyzstan,2016,February,*
Belgium,Kyrgyzstan,2016,May,*
Belgium,Kyrgyzstan,2016,July,*
Belgium,Kyrgyzstan,2016,August,*
Belgium,Kyrgyzstan,2016,September,*
Belgium,Kyrgyzstan,2016,October,6
Belgium,Kyrgyzstan,2016,December,*
Belgium,Mauritania,2016,January,7
Belgium,Mauritania,2016,February,*
Belgium,Mauritania,2016,March,7
Belgium,Mauritania,2016,April,6
Belgium,Mauritania,2016,May,*
Belgium,Mauritania,2016,June,5
Belgium,Mauritania,2016,July,*
Belgium,Mauritania,2016,August,*
Belgium,Mauritania,2016,September,*
Belgium,Mauritania,2016,October,13
Belgium,Mauritania,2016,November,5
Belgium,Mauritania,2016,December,8
Belgium,The former Yugoslav Rep. of Macedonia,2016,January,6
Belgium,The former Yugoslav Rep. of Macedonia,2016,February,15
Belgium,The former Yugoslav Rep. of Macedonia,2016,March,*
Belgium,The former Yugoslav Rep. of Macedonia,2016,April,5
Belgium,The former Yugoslav Rep. of Macedonia,2016,May,6
Belgium,The former Yugoslav Rep. of Macedonia,2016,June,11
Belgium,The former Yugoslav Rep. of Macedonia,2016,July,8
Belgium,The former Yugoslav Rep. of Macedonia,2016,August,11
Belgium,The former Yugoslav Rep. of Macedonia,2016,September,14
Belgium,The former Yugoslav Rep. of Macedonia,2016,October,20
Belgium,The former Yugoslav Rep. of Macedonia,2016,November,10
Belgium,The former Yugoslav Rep. of Macedonia,2016,December,6
Belgium,Jamaica,2016,June,*
Belgium,Jordan,2016,February,*
Belgium,Jordan,2016,March,*
Belgium,Jordan,2016,June,5
Belgium,Jordan,2016,July,*
Belgium,Jordan,2016,August,*
Belgium,Jordan,2016,September,8
Belgium,Rep. of Moldova,2016,January,*
Belgium,Rep. of Moldova,2016,February,*
Belgium,Rep. of Moldova,2016,March,*
Belgium,Rep. of Moldova,2016,July,*
Belgium,Mexico,2016,November,*
Belgium,Dem. People's Rep. of Korea,2016,March,*
Belgium,Kuwait,2016,April,*
Belgium,Ukraine,2016,January,11
Belgium,Ukraine,2016,February,8
Belgium,Ukraine,2016,March,*
Belgium,Ukraine,2016,April,14
Belgium,Ukraine,2016,May,13
Belgium,Ukraine,2016,June,9
Belgium,Ukraine,2016,July,5
Belgium,Ukraine,2016,August,13
Belgium,Ukraine,2016,September,17
Belgium,Ukraine,2016,October,7
Belgium,Ukraine,2016,November,11
Belgium,Ukraine,2016,December,17
Belgium,United States of America,2016,February,*
Belgium,Liberia,2016,April,*
Belgium,Liberia,2016,May,*
Belgium,Liberia,2016,July,*
Belgium,Liberia,2016,October,*
Belgium,Liberia,2016,November,*
Belgium,Liberia,2016,December,*
Belgium,Kazakhstan,2016,January,*
Belgium,Kazakhstan,2016,February,*
Belgium,Kazakhstan,2016,September,*
Belgium,Kazakhstan,2016,October,*
Belgium,Kazakhstan,2016,December,*
Belgium,Burkina Faso,2016,January,*
Belgium,Burkina Faso,2016,February,*
Belgium,Burkina Faso,2016,March,*
Belgium,Burkina Faso,2016,April,6
Belgium,Burkina Faso,2016,May,*
Belgium,Burkina Faso,2016,June,*
Belgium,Burkina Faso,2016,July,*
Belgium,Burkina Faso,2016,August,5
Belgium,Burkina Faso,2016,September,*
Belgium,Burkina Faso,2016,October,5
Belgium,Burkina Faso,2016,November,6
Belgium,Burkina Faso,2016,December,6
Belgium,Libya,2016,January,*
Belgium,Libya,2016,March,5
Belgium,Libya,2016,April,*
Belgium,Libya,2016,June,8
Belgium,Libya,2016,July,*
Belgium,Libya,2016,August,6
Belgium,Libya,2016,September,*
Belgium,Libya,2016,October,8
Belgium,Libya,2016,November,9
Belgium,Libya,2016,December,7
Belgium,Lebanon,2016,January,14
Belgium,Lebanon,2016,February,9
Belgium,Lebanon,2016,March,6
Belgium,Lebanon,2016,April,*
Belgium,Lebanon,2016,May,9
Belgium,Lebanon,2016,June,*
Belgium,Lebanon,2016,July,19
Belgium,Lebanon,2016,August,12
Belgium,Lebanon,2016,September,5
Belgium,Lebanon,2016,October,*
Belgium,Lebanon,2016,November,*
Belgium,Lebanon,2016,December,*
Belgium,Venezuela (Bolivarian Republic of),2016,January,*
Belgium,Venezuela (Bolivarian Republic of),2016,April,*
Belgium,Venezuela (Bolivarian Republic of),2016,May,7
Belgium,Venezuela (Bolivarian Republic of),2016,June,*
Belgium,Venezuela (Bolivarian Republic of),2016,July,*
Belgium,Venezuela (Bolivarian Republic of),2016,August,5
Belgium,Venezuela (Bolivarian Republic of),2016,October,*
Belgium,Venezuela (Bolivarian Republic of),2016,November,15
Belgium,Venezuela (Bolivarian Republic of),2016,December,*
Belgium,South Sudan,2016,February,*
Belgium,Yemen,2016,January,5
Belgium,Yemen,2016,February,*
Belgium,Yemen,2016,April,*
Belgium,Yemen,2016,June,*
Belgium,Yemen,2016,July,*
Belgium,Yemen,2016,August,*
Belgium,Yemen,2016,September,*
Belgium,Yemen,2016,October,*
Belgium,Yemen,2016,November,5
Belgium,Zimbabwe,2016,March,*
Belgium,Zimbabwe,2016,June,*
Belgium,Zimbabwe,2016,October,*
Bosnia and Herzegovina,Afghanistan,2016,December,*
Belgium,Syrian Arab Rep.,2016,January,508
Belgium,Syrian Arab Rep.,2016,February,279
Belgium,Syrian Arab Rep.,2016,March,107
Belgium,Syrian Arab Rep.,2016,April,207
Belgium,Syrian Arab Rep.,2016,May,98
Belgium,Syrian Arab Rep.,2016,June,93
Belgium,Syrian Arab Rep.,2016,July,242
Belgium,Syrian Arab Rep.,2016,August,154
Belgium,Syrian Arab Rep.,2016,September,225
Belgium,Syrian Arab Rep.,2016,October,223
Belgium,Syrian Arab Rep.,2016,November,227
Belgium,Syrian Arab Rep.,2016,December,249
Belgium,United Rep. of Tanzania,2016,January,*
Belgium,United Rep. of Tanzania,2016,February,*
Belgium,United Rep. of Tanzania,2016,March,*
Belgium,United Rep. of Tanzania,2016,May,*
Belgium,United Rep. of Tanzania,2016,August,*
Belgium,United Rep. of Tanzania,2016,November,*
Belgium,United Rep. of Tanzania,2016,December,*
Belgium,Thailand,2016,May,*
Bosnia and Herzegovina,Egypt,2016,April,*
Bosnia and Herzegovina,Cameroon,2016,October,*
Bosnia and Herzegovina,Palestinian,2016,August,*
Bosnia and Herzegovina,Croatia,2016,April,*
Bosnia and Herzegovina,Iraq,2016,November,*
Bosnia and Herzegovina,Iraq,2016,December,*
Belgium,Guinea,2016,January,66
Belgium,Guinea,2016,February,42
Belgium,Guinea,2016,March,49
Belgium,Guinea,2016,April,57
Belgium,Guinea,2016,May,51
Belgium,Guinea,2016,June,42
Belgium,Guinea,2016,July,39
Belgium,Guinea,2016,August,85
Belgium,Guinea,2016,September,83
Belgium,Guinea,2016,October,73
Belgium,Guinea,2016,November,69
Belgium,Guinea,2016,December,65
Belgium,Haiti,2016,January,*
Belgium,Haiti,2016,February,*
Belgium,Haiti,2016,August,*
Belgium,Haiti,2016,November,*
Belgium,Haiti,2016,December,*
Bosnia and Herzegovina,Jordan,2016,September,*
Bosnia and Herzegovina,Jordan,2016,December,*
Bosnia and Herzegovina,Kenya,2016,July,*
Bosnia and Herzegovina,Morocco,2016,November,*
Bosnia and Herzegovina,Pakistan,2016,February,*
Bosnia and Herzegovina,Pakistan,2016,April,*
Bosnia and Herzegovina,Pakistan,2016,May,*
Bosnia and Herzegovina,Pakistan,2016,June,*
Bosnia and Herzegovina,Pakistan,2016,August,*
Bosnia and Herzegovina,Pakistan,2016,November,*
Bosnia and Herzegovina,Philippines,2016,August,*
Canada,Algeria,2016,January,*
Canada,Algeria,2016,February,6
Canada,Algeria,2016,March,6
Canada,Algeria,2016,April,14
Canada,Algeria,2016,May,7
Canada,Algeria,2016,June,7
Canada,Algeria,2016,July,8
Canada,Algeria,2016,August,14
Canada,Algeria,2016,September,20
Canada,Algeria,2016,October,12
Canada,Algeria,2016,November,*
Canada,Algeria,2016,December,9
Belgium,Tajikistan,2016,January,*
Belgium,Tajikistan,2016,August,7
Belgium,Honduras,2016,September,*
Belgium,Croatia,2016,August,*
Belgium,South Africa,2016,September,*
Belgium,Somalia,2016,January,54
Belgium,Somalia,2016,February,80
Belgium,Somalia,2016,March,70
Belgium,Somalia,2016,April,52
Belgium,Somalia,2016,May,80
Belgium,Somalia,2016,June,47
Belgium,Somalia,2016,July,66
Belgium,Somalia,2016,August,83
Belgium,Somalia,2016,September,62
Belgium,Somalia,2016,October,62
Belgium,Somalia,2016,November,45
Belgium,Somalia,2016,December,26
Belgium,Spain,2016,June,*
Belgium,Stateless,2016,January,*
Belgium,Sudan,2016,January,10
Belgium,Sudan,2016,February,*
Belgium,Sudan,2016,March,*
Belgium,Sudan,2016,May,6
Belgium,Sudan,2016,June,*
Belgium,Sudan,2016,July,10
Belgium,Sudan,2016,August,10
Belgium,Sudan,2016,September,9
Belgium,Sudan,2016,October,*
Belgium,Sudan,2016,November,10
Belgium,Sudan,2016,December,*
Belgium,Suriname,2016,March,*
Belgium,Suriname,2016,October,*
Belgium,Suriname,2016,December,*
Canada,Angola,2016,January,*
Canada,Angola,2016,March,*
Canada,Angola,2016,April,5
Canada,Angola,2016,May,7
Canada,Angola,2016,June,7
Canada,Angola,2016,July,5
Canada,Angola,2016,August,9
Canada,Angola,2016,September,8
Canada,Angola,2016,October,*
Canada,Angola,2016,November,*
Canada,Angola,2016,December,*
Belgium,Hungary,2016,June,*
Belgium,Hungary,2016,October,*
Belgium,Russian Federation,2016,January,32
Belgium,Russian Federation,2016,February,32
Belgium,Russian Federation,2016,March,43
Belgium,Russian Federation,2016,April,38
Belgium,Russian Federation,2016,May,38
Belgium,Russian Federation,2016,June,18
Belgium,Russian Federation,2016,July,20
Belgium,Russian Federation,2016,August,46
Belgium,Russian Federation,2016,September,46
Belgium,Russian Federation,2016,October,33
Belgium,Russian Federation,2016,November,32
Belgium,Russian Federation,2016,December,32
Belgium,Togo,2016,January,18
Belgium,Togo,2016,February,*
Belgium,Togo,2016,March,12
Belgium,Togo,2016,April,9
Belgium,Togo,2016,May,5
Belgium,Togo,2016,June,*
Belgium,Togo,2016,July,10
Belgium,Togo,2016,August,5
Belgium,Togo,2016,September,*
Belgium,Togo,2016,October,5
Belgium,Togo,2016,November,7
Belgium,Togo,2016,December,11
Belgium,Tunisia,2016,January,5
Belgium,Tunisia,2016,February,*
Belgium,Tunisia,2016,March,*
Belgium,Tunisia,2016,April,*
Belgium,Tunisia,2016,May,8
Belgium,Tunisia,2016,July,*
Belgium,Tunisia,2016,August,*
Belgium,Tunisia,2016,September,*
Belgium,Tunisia,2016,October,10
Belgium,Tunisia,2016,November,5
Belgium,Tunisia,2016,December,7
Belgium,Turkey,2016,January,30
Belgium,Turkey,2016,February,22
Belgium,Turkey,2016,March,13
Belgium,Turkey,2016,April,22
Belgium,Turkey,2016,May,10
Belgium,Turkey,2016,June,6
Belgium,Turkey,2016,July,21
Belgium,Turkey,2016,August,71
Belgium,Turkey,2016,September,59
Belgium,Turkey,2016,October,171
Belgium,Turkey,2016,November,124
Belgium,Turkey,2016,December,103
Bulgaria,Syrian Arab Rep.,2016,January,205
Bulgaria,Syrian Arab Rep.,2016,February,140
Bulgaria,Syrian Arab Rep.,2016,March,93
Bulgaria,Syrian Arab Rep.,2016,April,143
Bulgaria,Syrian Arab Rep.,2016,May,140
Bulgaria,Syrian Arab Rep.,2016,June,208
Bulgaria,Syrian Arab Rep.,2016,July,149
Bulgaria,Syrian Arab Rep.,2016,August,335
Bulgaria,Syrian Arab Rep.,2016,September,270
Bulgaria,Syrian Arab Rep.,2016,October,386
Bulgaria,Syrian Arab Rep.,2016,November,209
Bulgaria,Syrian Arab Rep.,2016,December,285
Bulgaria,Turkmenistan,2016,January,*
Canada,Antigua and Barbuda,2016,February,*
Canada,Antigua and Barbuda,2016,March,*
Canada,Antigua and Barbuda,2016,April,*
Canada,Antigua and Barbuda,2016,May,*
